#: table_doi: 10.17182/hepdata.90831.v1/t249
#: name: table no 249
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),toward region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_249.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0551,0.0065,-0.0065,0.0055,-0.0055,0.0053,-0.0053
0.095,0.05,0.14,0.1047,0.0078,-0.0078,0.0041,-0.0041,0.0069,-0.0069
0.19,0.14,0.24,0.1788,0.0088,-0.0088,0.0149,-0.0149,0.0104,-0.0104
0.28500000000000003,0.24,0.33,0.25,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.38,0.33,0.43,0.33,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.48,0.43,0.53,0.401,0.011,-0.011,0.019,-0.019,0.011,-0.011
0.575,0.53,0.62,0.44,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.6699999999999999,0.62,0.72,0.465,0.011,-0.011,0.006,-0.006,0.017,-0.017
0.765,0.72,0.81,0.524,0.011,-0.011,0.007,-0.007,0.018,-0.018
0.8600000000000001,0.81,0.91,0.548,0.011,-0.011,0.018,-0.018,0.014,-0.014
0.9550000000000001,0.91,1.0,0.572,0.011,-0.011,0.021,-0.021,0.01,-0.01
1.05,1.0,1.1,0.563,0.011,-0.011,0.006,-0.006,0.007,-0.007
1.145,1.1,1.19,0.55,0.01,-0.01,0.02,-0.02,0.01,-0.01
1.24,1.19,1.29,0.509,0.011,-0.011,0.005,-0.005,0.005,-0.005
1.335,1.29,1.38,0.5023,0.0098,-0.0098,0.0056,-0.0056,0.0051,-0.0051
1.43,1.38,1.48,0.457,0.009,-0.009,0.006,-0.006,0.006,-0.006
1.53,1.48,1.58,0.4215,0.0078,-0.0078,0.0047,-0.0047,0.0055,-0.0055
1.625,1.58,1.67,0.3942,0.0083,-0.0083,0.0054,-0.0054,0.0049,-0.0049
1.72,1.67,1.77,0.3453,0.0071,-0.0071,0.0035,-0.0035,0.0044,-0.0044
1.815,1.77,1.86,0.3378,0.0078,-0.0078,0.0162,-0.0162,0.0071,-0.0071
1.9100000000000001,1.86,1.96,0.3152,0.0072,-0.0072,0.0161,-0.0161,0.0093,-0.0093
2.005,1.96,2.05,0.293,0.007,-0.007,0.014,-0.014,0.009,-0.009
2.0999999999999996,2.05,2.15,0.271,0.007,-0.007,0.006,-0.006,0.008,-0.008
2.1950000000000003,2.15,2.24,0.2381,0.0064,-0.0064,0.0029,-0.0029,0.0083,-0.0083
2.29,2.24,2.34,0.1979,0.0057,-0.0057,0.0072,-0.0072,0.0101,-0.0101
2.3899999999999997,2.34,2.44,0.1645,0.0052,-0.0052,0.0063,-0.0063,0.0092,-0.0092
2.485,2.44,2.53,0.1437,0.0049,-0.0049,0.0087,-0.0087,0.0077,-0.0077
2.58,2.53,2.63,0.1246,0.0041,-0.0041,0.004,-0.004,0.0069,-0.0069
2.7249999999999996,2.63,2.82,0.1067,0.0041,-0.0041,0.0007,-0.0007,0.0045,-0.0045
2.915,2.82,3.01,0.0862,0.0038,-0.0038,0.0049,-0.0049,0.0053,-0.0053
3.105,3.01,3.2,0.068,0.003,-0.003,0.001,-0.001,0.006,-0.006
3.295,3.2,3.39,0.047,0.0026,-0.0026,0.0005,-0.0005,0.0054,-0.0054
3.4850000000000003,3.39,3.58,0.026,0.002,-0.002,0.003,-0.003,0.004,-0.004
3.725,3.58,3.87,0.0139,0.0012,-0.0012,0.0016,-0.0016,0.0021,-0.0021
4.105,3.87,4.34,0.00739,0.00086,-0.00086,0.00272,-0.00272,0.00097,-0.00097

